ncbi,uniprot,protein.protein_id,protein.name,domain,domains.domains_id,length,genus,gene,gene_begin,gene_end,cluster,species,superkingdom,kingdom,phylum,score,nbdomain
KAG1734621,,52022,hypothetical protein EDB19DRAFT_1911021,PropLec6A_RSL_AAL,26371,81,Suillus,JABBWA010000064.1,150758,151106,,Suillus lakei,Eukaryota,Fungi,Basidiomycota,0.342,1
KAG1734622,,52021,hypothetical protein EDB19DRAFT_2026431,PropLec6A_RSL_AAL,26372,161,Suillus,JABBWA010000064.1,154655,155200,,Suillus lakei,Eukaryota,Fungi,Basidiomycota,0.234,2
KAG1742373,,52044,hypothetical protein EDB91DRAFT_1051973,PropLec6A_RSL_AAL,26373,164,Suillus,JABBWC010000021.1,494458,495015,,Suillus paluster,Eukaryota,Fungi,Basidiomycota,0.25,3
KAG1742374,,52043,hypothetical protein EDB91DRAFT_1052118,PropLec6A_RSL_AAL,26374,164,Suillus,JABBWC010000021.1,498165,498722,,Suillus paluster,Eukaryota,Fungi,Basidiomycota,0.271,3
KAG1742380,,52045,hypothetical protein EDB91DRAFT_1128923,PropLec6A_RSL_AAL,26375,100,Suillus,JABBWC010000021.1,508648,509019,,Suillus paluster,Eukaryota,Fungi,Basidiomycota,0.204,2
KAG1745155,,52025,hypothetical protein EDB19DRAFT_1692683,PropLec6A_RSL_AAL,26376,174,Suillus,JABBWA010000021.1,20719,21307,,Suillus lakei,Eukaryota,Fungi,Basidiomycota,0.226,3
KAG1746490,,52023,hypothetical protein EDB19DRAFT_1631611,PropLec6A_RSL_AAL,26377,157,Suillus,JABBWA010000018.1,482637,483171,,Suillus lakei,Eukaryota,Fungi,Basidiomycota,0.191,2
KAG1755266,,52042,hypothetical protein EDB91DRAFT_284185,PropLec6A_RSL_AAL,26378,170,Suillus,JABBWC010000002.1,1441550,1442126,,Suillus paluster,Eukaryota,Fungi,Basidiomycota,0.262,3
KAG1760232,,52038,hypothetical protein EDD22DRAFT_88685,PropLec6A_RSL_AAL,26380,161,Suillus,JABBWB010000129.1,17836,18381,,Suillus occidentalis,Eukaryota,Fungi,Basidiomycota,0.233,2
KAG1760233,,52039,"hypothetical protein EDD22DRAFT_751641, partial",PropLec6A_RSL_AAL,26381,126,Suillus,JABBWB010000129.1,20808,21247,,Suillus occidentalis,Eukaryota,Fungi,Basidiomycota,0.394,1
KAG1772168,,52036,hypothetical protein EDD22DRAFT_862028,PropLec6A_RSL_AAL,26386,167,Suillus,JABBWB010000006.1,427193,427748,,Suillus occidentalis,Eukaryota,Fungi,Basidiomycota,0.313,1
KAG1781930,,52051,hypothetical protein EV702DRAFT_494055,PropLec6A_RSL_AAL,26387,169,Suillus,JABBWD010000004.1,364544,365105,,Suillus placidus,Eukaryota,Fungi,Basidiomycota,0.177,2
KAG1782063,,52050,hypothetical protein EV702DRAFT_505657,PropLec6A_RSL_AAL,26388,161,Suillus,JABBWD010000004.1,779502,780047,,Suillus placidus,Eukaryota,Fungi,Basidiomycota,0.236,2
KAG1782113,,52049,hypothetical protein EV702DRAFT_961706,PropLec6A_RSL_AAL,26389,159,Suillus,JABBWD010000004.1,934467,935008,,Suillus placidus,Eukaryota,Fungi,Basidiomycota,0.343,1
KAG1792788,,52055,hypothetical protein HD556DRAFT_1444189,PropLec6A_RSL_AAL,26392,169,Suillus,JABBWE010000034.1,255089,255660,,Suillus plorans,Eukaryota,Fungi,Basidiomycota,0.366,1
KAG1792790,,52053,hypothetical protein HD556DRAFT_541636,PropLec6A_RSL_AAL,26393,175,Suillus,JABBWE010000034.1,258362,258951,,Suillus plorans,Eukaryota,Fungi,Basidiomycota,0.312,1
KAG1824481,,52068,hypothetical protein BJ212DRAFT_1295637,PropLec6A_RSL_AAL,26396,155,Suillus,JABBWG010000003.1,506060,506590,,Suillus subaureus,Eukaryota,Fungi,Basidiomycota,0.235,3
KAG1830213,,52081,hypothetical protein EV424DRAFT_321221,PropLec6A_RSL_AAL,26398,175,Suillus,JABBWF010000019.1,368339,368928,,Suillus variegatus,Eukaryota,Fungi,Basidiomycota,0.317,1
KAG1830215,,52080,hypothetical protein EV424DRAFT_321251,PropLec6A_RSL_AAL,26399,169,Suillus,JABBWF010000019.1,373613,374184,,Suillus variegatus,Eukaryota,Fungi,Basidiomycota,0.353,1
KAG1839290,,52077,hypothetical protein C8R48DRAFT_621718,PropLec6A_RSL_AAL,26400,144,Suillus,JABBWJ010000134.1,57552,58048,,Suillus tomentosus,Eukaryota,Fungi,Basidiomycota,0.352,1
KAG1846556,,52062,hypothetical protein DFJ58DRAFT_489578,PropLec6A_RSL_AAL,26401,161,Suillus,JABBWH010000089.1,5988,6533,,Suillus subalutaceus,Eukaryota,Fungi,Basidiomycota,0.195,2
KAG1846558,,52061,hypothetical protein DFJ58DRAFT_915341,PropLec6A_RSL_AAL,26402,155,Suillus,JABBWH010000089.1,11797,12327,,Suillus subalutaceus,Eukaryota,Fungi,Basidiomycota,0.199,3
KAG1847876,,52064,hypothetical protein DFJ58DRAFT_705243,PropLec6A_RSL_AAL,26403,156,Suillus,JABBWH010000082.1,196226,196752,,Suillus subalutaceus,Eukaryota,Fungi,Basidiomycota,0.297,3
KAG1848469,,52070,hypothetical protein F4604DRAFT_1935417,PropLec6A_RSL_AAL,26404,163,Suillus,JABBWI010000114.1,178710,179266,,Suillus subluteus,Eukaryota,Fungi,Basidiomycota,0.192,3
KAG1850507,,52076,hypothetical protein C8R48DRAFT_613353,PropLec6A_RSL_AAL,26405,150,Suillus,JABBWJ010000061.1,121914,122428,,Suillus tomentosus,Eukaryota,Fungi,Basidiomycota,0.312,1
KAG1850516,,52078,hypothetical protein C8R48DRAFT_613449,PropLec6A_RSL_AAL,26406,144,Suillus,JABBWJ010000061.1,144574,145070,,Suillus tomentosus,Eukaryota,Fungi,Basidiomycota,0.366,1
KAG1854160,,52063,hypothetical protein DFJ58DRAFT_841430,PropLec6A_RSL_AAL,26407,167,Suillus,JABBWH010000053.1,82096,82661,,Suillus subalutaceus,Eukaryota,Fungi,Basidiomycota,0.327,1
KAG1856043,,52067,hypothetical protein DFJ58DRAFT_659578,PropLec6A_RSL_AAL,26408,155,Suillus,JABBWH010000045.1,181535,182065,,Suillus subalutaceus,Eukaryota,Fungi,Basidiomycota,0.225,3
KAG1860831,,52075,hypothetical protein F4604DRAFT_1129687,PropLec6A_RSL_AAL,26409,196,Suillus,JABBWI010000063.1,277420,278062,,Suillus subluteus,Eukaryota,Fungi,Basidiomycota,0.351,1
KAG1871743,,52065,hypothetical protein DFJ58DRAFT_762177,PropLec6A_RSL_AAL,26410,163,Suillus,JABBWH010000008.1,99800,100356,,Suillus subalutaceus,Eukaryota,Fungi,Basidiomycota,0.205,3
KAG1878914,,52074,hypothetical protein F4604DRAFT_1679785,PropLec6A_RSL_AAL,26412,140,Suillus,JABBWI010000027.1,535200,535729,,Suillus subluteus,Eukaryota,Fungi,Basidiomycota,0.16,2
KAG1878917,,52071,hypothetical protein F4604DRAFT_580278,PropLec6A_RSL_AAL,26413,161,Suillus,JABBWI010000027.1,540220,540765,,Suillus subluteus,Eukaryota,Fungi,Basidiomycota,0.234,2
KAG1878970,,52073,hypothetical protein F4604DRAFT_1755249,PropLec6A_RSL_AAL,26414,118,Suillus,JABBWI010000027.1,743808,744227,,Suillus subluteus,Eukaryota,Fungi,Basidiomycota,0.207,2
KAG1886703,,52072,hypothetical protein F4604DRAFT_1614920,PropLec6A_RSL_AAL,26415,149,Suillus,JABBWI010000009.1,954926,955438,,Suillus subluteus,Eukaryota,Fungi,Basidiomycota,0.164,2
KAG1895503,,52016,hypothetical protein F5891DRAFT_660541,PropLec6A_RSL_AAL,26416,157,Suillus,JABBWK010000065.1,44684,45219,,Suillus fuscotomentosus,Eukaryota,Fungi,Basidiomycota,0.367,1
KAG1903455,,52018,hypothetical protein F5891DRAFT_102364,PropLec6A_RSL_AAL,26418,175,Suillus,JABBWK010000013.1,752769,753358,,Suillus fuscotomentosus,Eukaryota,Fungi,Basidiomycota,0.338,1
KAG1970830,,29696,fish-egg lectin-like,PropLec6B_tectonin,26421,261,Pimephales,WIOS01000002.1,27316400,27317780,,Pimephales promelas,Eukaryota,Metazoa,Chordata,0.419,6
KAG1970832,,29704,activated RNA polymerase II transcriptional coactivator p15,PropLec6B_tectonin,26422,405,Pimephales,WIOS01000002.1,27332717,27339289,,Pimephales promelas,Eukaryota,Metazoa,Chordata,0.335,5
KAG2010486,,10301,hypothetical protein CC2G_013307,PropLec7B_PVL,26427,501,Coprinopsis,JAAGWA010000007.1,2373646,2375321,,Coprinopsis cinerea,Eukaryota,Fungi,Basidiomycota,0.689,8
KAG2014502,,5192,hypothetical protein GB937_006728,PropLec6A_RSL_AAL,26428,684,Aspergillus,WHVT01000028.1,297723,302308,,Aspergillus fischeri,Eukaryota,Fungi,Ascomycota,0.465,6
KAG2033164,,51986,hypothetical protein BDR03DRAFT_902815,PropLec6A_RSL_AAL,26429,169,Suillus,MU177976.1,31419,31982,,Suillus americanus,Eukaryota,Fungi,Basidiomycota,0.201,2
KAG2049367,,52020,hypothetical protein BDR06DRAFT_709763,PropLec6A_RSL_AAL,26432,175,Suillus,MU172350.1,66658,67247,,Suillus hirtellus,Eukaryota,Fungi,Basidiomycota,0.312,1
KAG2069645,,52011,hypothetical protein BDR04DRAFT_1020985,PropLec6A_RSL_AAL,26433,144,Suillus,MU172972.1,190768,191265,,Suillus decipiens,Eukaryota,Fungi,Basidiomycota,0.336,1
KAG2113587,,52012,hypothetical protein F5147DRAFT_51544,PropLec6A_RSL_AAL,26436,169,Suillus,JABBWM010000012.1,606221,606792,,Suillus discolor,Eukaryota,Fungi,Basidiomycota,0.363,1
KAG2113591,,52014,hypothetical protein F5147DRAFT_789271,PropLec6A_RSL_AAL,26437,133,Suillus,JABBWM010000012.1,634225,634688,,Suillus discolor,Eukaryota,Fungi,Basidiomycota,0.156,2
KAG2121609,,52007,hypothetical protein DEU56DRAFT_894628,PropLec6A_RSL_AAL,26438,169,Suillus,JABBWN010000124.1,56077,56648,,Suillus clintonianus,Eukaryota,Fungi,Basidiomycota,0.165,2
KAG2121612,,52002,hypothetical protein DEU56DRAFT_94927,PropLec6A_RSL_AAL,26439,176,Suillus,JABBWN010000124.1,64958,65550,,Suillus clintonianus,Eukaryota,Fungi,Basidiomycota,0.173,2
KAG2121735,,52005,hypothetical protein DEU56DRAFT_746526,PropLec6A_RSL_AAL,26440,154,Suillus,JABBWN010000123.1,41149,41659,,Suillus clintonianus,Eukaryota,Fungi,Basidiomycota,0.335,1
KAG2122349,,52003,hypothetical protein DEU56DRAFT_75717,PropLec6A_RSL_AAL,26441,162,Suillus,JABBWN010000117.1,79101,79645,,Suillus clintonianus,Eukaryota,Fungi,Basidiomycota,0.209,3
KAG2122350,,52004,hypothetical protein DEU56DRAFT_832402,PropLec6A_RSL_AAL,26442,162,Suillus,JABBWN010000117.1,83104,83648,,Suillus clintonianus,Eukaryota,Fungi,Basidiomycota,0.251,3
KAG2127413,,52010,hypothetical protein BD769DRAFT_1357309,PropLec6A_RSL_AAL,26443,155,Suillus,JABBWL010000042.1,351050,351580,,Suillus cothurnatus,Eukaryota,Fungi,Basidiomycota,0.256,3
KAG2129860,,51995,hypothetical protein EDB93DRAFT_1095153,PropLec6A_RSL_AAL,26444,161,Suillus,JABBWO010000110.1,37763,38306,,Suillus bovinus,Eukaryota,Fungi,Basidiomycota,0.215,3
KAG2135540,,52008,carbohydrate-binding module family 1 protein,PropLec6A_RSL_AAL,26445,195,Suillus,JABBWL010000022.1,73212,73920,,Suillus cothurnatus,Eukaryota,Fungi,Basidiomycota,0.16,3
KAG2137264,,52009,hypothetical protein BD769DRAFT_311725,PropLec6A_RSL_AAL,26446,166,Suillus,JABBWL010000019.1,345557,346119,,Suillus cothurnatus,Eukaryota,Fungi,Basidiomycota,0.174,2
KAG2153152,,52006,hypothetical protein DEU56DRAFT_773366,PropLec6A_RSL_AAL,26447,142,Suillus,JABBWN010000006.1,52347,52829,,Suillus clintonianus,Eukaryota,Fungi,Basidiomycota,0.237,2
KAG2153290,,52001,hypothetical protein DEU56DRAFT_751882,PropLec6A_RSL_AAL,26448,169,Suillus,JABBWN010000006.1,409565,410136,,Suillus clintonianus,Eukaryota,Fungi,Basidiomycota,0.166,2
KAG2155189,,51996,hypothetical protein EDB93DRAFT_1247682,PropLec6A_RSL_AAL,26449,134,Suillus,JABBWO010000011.1,58867,59323,,Suillus bovinus,Eukaryota,Fungi,Basidiomycota,0.177,2
KAG2155190,,51994,hypothetical protein EDB93DRAFT_1101782,PropLec6A_RSL_AAL,26450,170,Suillus,JABBWO010000011.1,60609,61173,,Suillus bovinus,Eukaryota,Fungi,Basidiomycota,0.228,3
KAG2347314,,52082,hypothetical protein BDR05DRAFT_876389,PropLec6A_RSL_AAL,26494,157,Suillus,MU179302.1,27538,28073,,Suillus weaverae,Eukaryota,Fungi,Basidiomycota,0.296,1
KAG2347360,,52083,hypothetical protein BDR05DRAFT_876426,PropLec6A_RSL_AAL,26495,155,Suillus,MU179302.1,147216,147743,,Suillus weaverae,Eukaryota,Fungi,Basidiomycota,0.241,2
KAG2347485,,52084,hypothetical protein BDR05DRAFT_663012,PropLec6A_RSL_AAL,26496,169,Suillus,MU179302.1,479971,480532,,Suillus weaverae,Eukaryota,Fungi,Basidiomycota,0.311,1
KAG2360561,,52059,hypothetical protein BDR07DRAFT_1486881,PropLec6A_RSL_AAL,26499,142,Suillus,JABCPU010000126.1,118031,118519,,Suillus spraguei,Eukaryota,Fungi,Basidiomycota,0.209,3
KAG2369229,,52058,hypothetical protein BDR07DRAFT_1267808,PropLec6A_RSL_AAL,26500,144,Suillus,JABCPU010000005.1,204853,205349,,Suillus spraguei,Eukaryota,Fungi,Basidiomycota,0.268,1
KAG2413383,,5276,hypothetical protein HFD88_002572,PropLec6A_RSL_AAL,26501,396,Aspergillus,JAAWWR010000008.1,663838,665210,,Aspergillus terreus,Eukaryota,Fungi,Ascomycota,0.219,5
KAG2470577,,30649,"FEL protein, partial",PropLec6B_tectonin,26504,154,Polypterus,CM029066.1,145029406,145031699,,Polypterus senegalus,Eukaryota,Metazoa,Chordata,0.373,3
KAG2470578,,30646,"FEL protein, partial",PropLec6B_tectonin,26505,269,Polypterus,CM029066.1,145014853,145021232,,Polypterus senegalus,Eukaryota,Metazoa,Chordata,0.365,5
KAG2470579,,30650,"FEL protein, partial",PropLec6B_tectonin,26506,777,Polypterus,CM029066.1,144799173,145003008,,Polypterus senegalus,Eukaryota,Metazoa,Chordata,0.463,15
KAG2471497,,30645,"FEL protein, partial",PropLec6B_tectonin,26507,126,Polypterus,JAATIS010000007.1,62,1115,,Polypterus senegalus,Eukaryota,Metazoa,Chordata,0.411,3
KAG2746105,,51998,hypothetical protein P692DRAFT_20849789,PropLec6A_RSL_AAL,26509,142,Suillus,JRHT02000110.1,131043,131532,,Suillus brevipes Sb2,Eukaryota,Fungi,Basidiomycota,0.233,2
KAG2750850,,52000,hypothetical protein P692DRAFT_20728435,PropLec6A_RSL_AAL,26510,157,Suillus,JRHT02000044.1,183593,184118,,Suillus brevipes Sb2,Eukaryota,Fungi,Basidiomycota,0.186,2
KEF01944,,40517,"hypothetical protein DF17_36310, partial",PropLec7A_PLL,26546,146,Streptomyces,JMGX01000067.1,1,441,,Streptomyces rimosus,Bacteria,None,Actinobacteria,0.481,2
KEY19604,,9459,carbohydrate-binding protein,PropLec7A_PLL,26548,285,Chryseobacterium,JPEP01000002.1,2198170,2199027,,Chryseobacterium antarcticum,Bacteria,None,Bacteroidetes,0.513,5
KFC63571,,6227,Animal hem peroxidase,PropLec7B_PVL,26549,4390,Bosea,JPKG01000061.1,384,13556,,Bosea sp LC85,Bacteria,None,Proteobacteria,0.492,6
KFX88464,,31193,hypothetical protein V490_07615,PropLec6A_RSL_AAL,26568,314,Pseudogymnoascus,JPJS01002285.1,657,1882,,Pseudogymnoascus sp VKM F3557,Eukaryota,Fungi,Ascomycota,0.408,6
KFY24549,,31200,hypothetical protein V493_05175,PropLec6A_RSL_AAL,26569,263,Pseudogymnoascus,JPJV01002013.1,5466,6666,,Pseudogymnoascus sp VKM F4281 FW2241,Eukaryota,Fungi,Ascomycota,0.299,4
KFY50156,,31197,hypothetical protein V496_09547,PropLec6A_RSL_AAL,26570,1032,Pseudogymnoascus,JPJY01001872.1,1585,6236,,Pseudogymnoascus sp VKM F4515 FW267,Eukaryota,Fungi,Ascomycota,0.404,6
KFY52139,,31187,"hypothetical protein V497_08621, partial",PropLec6A_RSL_AAL,26571,283,Pseudogymnoascus,JPJZ01001519.1,410,1473,,Pseudogymnoascus sp VKM F4516 FW969,Eukaryota,Fungi,Ascomycota,0.375,6
KFY64890,,31201,hypothetical protein V496_02946,PropLec7A_PLL,26572,379,Pseudogymnoascus,JPJY01000453.1,3432,5618,,Pseudogymnoascus sp VKM F4515 FW267,Eukaryota,Fungi,Ascomycota,0.413,7
KFY66179,,31199,hypothetical protein V496_02145,PropLec7A_PLL,26573,631,Pseudogymnoascus,JPJY01000315.1,10137,13360,,Pseudogymnoascus sp VKM F4515 FW267,Eukaryota,Fungi,Ascomycota,0.16,2
KFY89265,,31198,hypothetical protein V498_06476,PropLec6A_RSL_AAL,26574,1014,Pseudogymnoascus,JPKA01001637.1,6823,11474,,Pseudogymnoascus sp VKM F4517 FW2822,Eukaryota,Fungi,Ascomycota,0.411,6
KFY90075,,31194,hypothetical protein V498_06183,PropLec7A_PLL,26575,393,Pseudogymnoascus,JPKA01001499.1,3246,4979,,Pseudogymnoascus sp VKM F4517 FW2822,Eukaryota,Fungi,Ascomycota,0.456,6
KFZ08258,,31191,hypothetical protein V501_06037,PropLec6A_RSL_AAL,26576,288,Pseudogymnoascus,JPKD01001884.1,3037,4169,,Pseudogymnoascus sp VKM F4519 FW2642,Eukaryota,Fungi,Ascomycota,0.406,6
KFZ19410,,31195,hypothetical protein V501_00682,PropLec7A_PLL,26577,341,Pseudogymnoascus,JPKD01000233.1,19240,20265,,Pseudogymnoascus sp VKM F4519 FW2642,Eukaryota,Fungi,Ascomycota,0.39,2
KFZ23845,,31185,hypothetical protein V502_01676,PropLec6A_RSL_AAL,26578,402,Pseudogymnoascus,JPKE01000628.1,8860,10553,,Pseudogymnoascus sp VKM F452 FW2644,Eukaryota,Fungi,Ascomycota,0.281,6
KGK20391,,53613,hypothetical protein EA25_16095,PropLec7B_PVL,26581,2154,Vibrio,JMCH01000005.1,66531,72995,,Vibrio navarrensis,Bacteria,None,Proteobacteria,0.377,7
KGK89507,,9936,sialidase,PropLec7A_PLL,26582,442,Clostridium,JMFY01000006.1,6647,7975,,Clostridium sp HMP27,Bacteria,None,Firmicutes,0.567,6
KIA95047,,12975,"hypothetical protein OA88_21955, partial",PropLec6B_tectonin,26588,701,Flavobacterium,JSYO01000095.1,1,2103,,Flavobacterium sp JRM,Bacteria,None,Bacteroidetes,0.205,7
KIF01317,,41481,"Ricin B lectin, partial",PropLec7B_PVL,26591,568,Streptomyces,JWZS01002067.1,1,1703,,Streptomyces sp RSD27,Bacteria,None,Actinobacteria,0.482,6
KIJ53173,,34900,"hypothetical protein M422DRAFT_202147, partial",PropLec6A_RSL_AAL,26602,290,Sphaerobolus,KN837082.1,566477,567507,,Sphaerobolus stellatus SS14,Eukaryota,Fungi,Basidiomycota,0.281,5
KIP16462,,6634,endonuclease V family protein,PropLec7C_BPL_CVL,26604,450,Burkholderia,JRFO01000005.1,716550,717902,,Burkholderia sp MSHR3999,Bacteria,None,Proteobacteria,0.641,7
KIX38340,,6620,"toxin, partial",PropLec7B_PVL,26605,661,Burkholderia,JYBG01000052.1,1,1984,,Burkholderia pseudomallei,Bacteria,None,Proteobacteria,0.291,2
KJK33129,,32931,"hypothetical protein UK12_35930, partial",PropLec7A_PLL,26606,81,Saccharothrix,JYJF01001127.1,1,246,,Saccharothrix sp ST888,Bacteria,None,Actinobacteria,0.329,2
KJK33281,,32953,"hypothetical protein UK12_35815, partial",PropLec7A_PLL,26607,84,Saccharothrix,JYJF01001103.1,1,255,,Saccharothrix sp ST888,Bacteria,None,Actinobacteria,0.292,2
KJK60091,,33074,hypothetical protein UK12_00010,PropLec7A_PLL,26608,335,Saccharothrix,JYJF01000001.1,886,1893,,Saccharothrix sp ST888,Bacteria,None,Actinobacteria,0.491,7
KJS51072,,40664,"hypothetical protein VM98_39160, partial",PropLec7A_PLL,26609,99,Streptomyces,JZKG01002026.1,1,301,,Streptomyces rubellomurinus subsp indigoferus,Bacteria,None,Actinobacteria,0.096,2
KJS52339,,40659,"peptidase M23, partial",PropLec7A_PLL,26610,142,Streptomyces,JZKG01000324.1,1,426,,Streptomyces rubellomurinus subsp indigoferus,Bacteria,None,Actinobacteria,0.462,3
KJS53053,,40656,"peptidase M23, partial",PropLec7A_PLL,26612,233,Streptomyces,JZKG01000150.1,1,702,,Streptomyces rubellomurinus subsp indigoferus,Bacteria,None,Actinobacteria,0.423,5
KJY25702,,46516,"Ricin B lectin, partial",PropLec7B_PVL,26618,388,Streptomyces,JZWX01002340.1,1,1169,,Streptomyces sp NRRL S444,Bacteria,None,Actinobacteria,0.501,6
KJY37395,,46441,hypothetical protein VR45_09005,PropLec7A_PLL,26622,328,Streptomyces,JZWY01000121.1,1042,2028,,Streptomyces sp NRRL S495,Bacteria,None,Actinobacteria,0.603,7
KJY40324,,42067,"hypothetical protein VR41_15135, partial",PropLec6B_tectonin,26623,71,Streptomyces,JZWZ01000352.1,1,213,,Streptomyces sp NRRL B1568,Bacteria,None,Actinobacteria,0.453,2
KKF93545,,8737,Fucose-specific lectin,PropLec6A_RSL_AAL,26629,324,Ceratocystis,LBBL01000233.1,40686,41914,,Ceratocystis platani,Eukaryota,Fungi,Ascomycota,0.322,3
KLL96185,,32221,"hypothetical protein NJ76_18020, partial",PropLec7B_PVL,26638,269,Rhodococcus,LATQ01000169.1,1,811,,Rhodococcus sp IITR3,Bacteria,None,Actinobacteria,0.718,5
KLU08534,,16548,"hypothetical protein ABL57_17350, partial",PropLec7A_PLL,26639,176,Kocuria,LDNX01000144.1,1,531,,Kocuria sp SM24M1,Bacteria,None,Actinobacteria,0.385,4
KLU11612,,16552,"hypothetical protein ABL57_00330, partial",PropLec7A_PLL,26640,150,Kocuria,LDNX01000006.1,1,450,,Kocuria sp SM24M1,Bacteria,None,Actinobacteria,0.405,3
KMJ55501,,5595,"hypothetical protein AB685_26935, partial",PropLec7A_PLL,26641,226,Bacillus,LFEL01000159.1,3728,4410,,Bacillus sp LL1,Bacteria,None,Firmicutes,0.39,5
KMJ57567,,5599,carbohydrate-binding protein,PropLec7A_PLL,26642,289,Bacillus,LFEL01000005.1,256888,257757,,Bacillus sp LL1,Bacteria,None,Firmicutes,0.431,6
KMN49922,,9442,hypothetical protein VK93_09025,PropLec7C_BPL_CVL,26645,356,Chromobacterium,LDUM01000012.1,129844,130914,,Chromobacterium violaceum,Bacteria,None,Proteobacteria,0.6,7
KOG74581,,15845,"hypothetical protein ADK78_14665, partial",PropLec7A_PLL,26661,95,Kitasatospora,LGUY01000138.1,1,284,,Kitasatospora aureofaciens,Bacteria,None,Actinobacteria,0.383,2
KOT38436,,40500,"hypothetical protein ADK42_17365, partial",PropLec7A_PLL,26665,89,Streptomyces,LGCO01000169.1,1,266,,Streptomyces rimosus subsp rimosus,Bacteria,None,Actinobacteria,0.385,2
KOU16230,,41074,peptidase M23,PropLec7A_PLL,26667,499,Streptomyces,LGCZ01000149.1,41621,43120,,Streptomyces sp WM6349,Bacteria,None,Actinobacteria,0.467,7
KOU26200,,41229,"hypothetical protein ADK51_14430, partial",PropLec7A_PLL,26668,128,Streptomyces,LGDA01000169.1,1,385,,Streptomyces sp WM6368,Bacteria,None,Actinobacteria,0.3,3
KOU27454,,41676,peptidase M23,PropLec7A_PLL,26669,496,Streptomyces,LGDB01000082.1,49336,50826,,Streptomyces sp WM6372,Bacteria,None,Actinobacteria,0.474,7
KOU27505,,46152,glycosyl hydrolase family 32,PropLec7A_PLL,26670,667,Streptomyces,LGDB01000082.1,52419,54422,,Streptomyces sp WM6372,Bacteria,None,Actinobacteria,0.446,7
KOU30076,,46770,peptidase M23B,PropLec7A_PLL,26671,538,Streptomyces,LGDC01000217.1,39761,41377,,Streptomyces sp WM6373,Bacteria,None,Actinobacteria,0.454,7
KOU35098,,44701,peptidase M23,PropLec7A_PLL,26673,516,Streptomyces,LGDD01000339.1,106729,108279,,Streptomyces sp WM6378,Bacteria,None,Actinobacteria,0.447,7
KOU72244,,42769,peptidase M23,PropLec7A_PLL,26681,495,Streptomyces,LGDI01000209.1,42275,43762,,Streptomyces sp XY66,Bacteria,None,Actinobacteria,0.463,7
KOU95314,,41871,peptidase M23B,PropLec7A_PLL,26682,538,Streptomyces,LGDL01000189.1,118097,119713,,Streptomyces sp XY533,Bacteria,None,Actinobacteria,0.437,7
KOV14822,,41439,hypothetical protein ADK60_28265,PropLec7A_PLL,26685,320,Streptomyces,LGDO01000435.1,39915,40877,,Streptomyces sp XY431,Bacteria,None,Actinobacteria,0.592,7
KOV21639,,42562,peptidase M23B,PropLec7A_PLL,26686,538,Streptomyces,LGDP01000140.1,38424,40040,,Streptomyces sp XY413,Bacteria,None,Actinobacteria,0.438,7
KOV60831,,45933,"hypothetical protein ADK64_29440, partial",PropLec6B_tectonin,26689,100,Streptomyces,LGDV01000210.1,47208,47510,,Streptomyces sp MMG1121,Bacteria,None,Actinobacteria,0.407,3
KOV65579,,46777,"hypothetical protein ADK64_14200, partial",PropLec6B_tectonin,26700,95,Streptomyces,LGDV01000135.1,1,285,,Streptomyces sp MMG1121,Bacteria,None,Actinobacteria,0.386,3
KOX01889,,44218,alpha-galactosidase,PropLec7A_PLL,26717,697,Streptomyces,LGDX01000002.1,45522,47615,,Streptomyces sp NRRL WC3723,Bacteria,None,Actinobacteria,0.391,2
KOX34480,,33066,hypothetical protein ADK67_03305,PropLec7A_PLL,26746,600,Saccharothrix,LGED01000006.1,13410,15212,,Saccharothrix sp NRRL B16348,Bacteria,None,Actinobacteria,0.342,4
KPB06096,,5616,carbohydrate-binding protein,PropLec7A_PLL,26752,289,Bacillus,LBMD01000002.1,268324,269193,,Bacillus sp CHD6a,Bacteria,None,Firmicutes,0.444,6
